SUA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
5002,160,212,766,836,736,481,174,13,0,3389,0,4,8,9,0,7,0,0,0,32,0,4,8,4,5,0,0,0,0,23,0,0,11,5,0,11,0,0,0,34,0,0,4,7,5,0,0,0,0,16,3,0,11,29,21,18,6,0,0,90,0,0,8,7,4,4,0,0,0,20,73,21,59,59,62,62,16,0,0,350,57,29,139,52,40,20,9,0,0,359,5,11,47,32,28,16,6,0,0,152,0,0,6,4,11,8,0,0,0,33,0,4,15,7,11,0,0,0,0,38,0,8,16,12,16,4,5,0,0,68,0,8,25,28,27,19,5,0,0,121,4,8,27,43,28,21,9,0,0,138,0,7,63,89,61,44,10,0,0,279,14,31,142,200,147,86,21,0,0,640,27,64,301,274,205,151,32,0,0,1061,3,3,16,18,13,17,0,0,0,70,10,7,23,41,24,16,3,0,0,119
5003,1188,1485,3592,3968,3884,3230,906,90,10,18347,5,21,43,22,37,29,19,4,0,185,6,41,100,105,106,54,9,0,0,412,52,83,153,187,156,83,10,4,0,729,0,14,33,32,22,24,5,0,0,137,15,37,120,131,115,109,13,3,0,552,9,3,34,38,55,25,11,0,0,181,367,234,433,463,466,353,54,4,0,2377,524,185,228,233,201,93,28,0,0,1491,14,19,45,55,80,84,18,3,0,323,23,18,25,18,12,6,3,0,0,106,0,11,73,78,77,46,14,0,0,294,13,23,54,60,57,47,15,0,0,269,6,33,112,171,134,90,37,4,0,592,6,31,101,135,139,103,25,0,0,545,10,50,169,227,258,160,32,0,0,908,45,73,342,580,757,520,104,3,0,2426,107,337,848,1001,1037,831,180,3,0,4342,37,27,58,38,34,24,3,0,0,227,34,77,189,133,172,101,24,0,0,732
5004,721,588,1486,2015,2166,1783,666,91,13,9519,12,16,25,35,50,50,39,13,0,235,0,8,33,29,59,14,5,0,0,149,26,19,63,95,83,64,27,4,0,370,0,0,0,13,12,7,6,0,0,38,3,9,57,80,83,49,16,0,0,313,5,6,12,23,30,24,7,0,0,105,196,96,158,199,261,250,58,8,0,1216,286,113,215,262,201,159,39,0,0,1292,3,3,20,26,35,34,13,0,0,138,3,3,9,12,13,3,4,0,0,49,0,3,20,39,42,32,7,0,0,156,5,18,42,38,43,29,23,0,0,191,4,17,57,126,129,69,24,5,0,428,16,21,86,118,133,70,22,0,0,468,10,6,44,81,98,61,16,0,0,316,29,35,150,318,379,245,45,4,0,1203,27,81,294,452,499,454,92,3,0,1902,17,3,26,33,32,15,4,0,0,133,25,38,75,82,102,62,11,3,0,393
5005,196,234,524,554,623,577,172,30,5,2905,0,0,19,20,24,30,23,3,0,127,0,5,10,6,5,3,0,0,0,27,5,5,4,9,10,11,0,4,0,49,0,0,0,3,4,0,0,0,0,13,0,4,21,10,16,14,0,0,0,66,0,6,13,12,18,4,0,0,0,47,61,39,61,70,65,52,5,0,0,357,41,33,35,44,46,43,8,0,0,246,0,3,23,29,22,17,3,0,0,105,0,4,0,5,0,0,0,0,0,16,0,0,13,15,6,3,0,0,0,47,0,4,11,10,13,6,0,0,0,44,3,7,27,19,12,18,3,0,0,94,0,7,14,20,18,22,6,0,0,90,4,11,21,28,44,23,8,0,0,130,6,12,77,83,108,85,26,0,0,392,9,44,75,93,124,122,24,4,0,491,4,0,6,4,10,0,0,0,0,33,8,13,29,23,29,18,5,0,0,123
5006,627,709,1714,1717,1884,1668,518,75,7,8916,4,3,9,19,26,23,20,6,3,117,0,12,34,37,41,21,5,0,0,157,9,4,26,37,19,23,9,0,0,124,0,0,3,5,3,4,0,0,0,21,7,16,54,62,49,49,16,0,0,249,7,14,16,35,19,16,0,0,0,109,208,147,171,176,223,183,39,3,0,1158,269,97,117,104,102,76,24,0,0,780,7,16,42,43,53,47,17,0,0,227,8,9,12,10,10,4,3,0,0,43,0,11,30,24,37,25,5,0,0,130,6,5,18,19,31,15,6,0,0,97,10,21,75,65,79,43,18,0,0,311,6,18,38,43,77,53,3,0,0,245,9,16,71,103,148,107,22,0,0,485,23,63,242,346,414,312,51,3,0,1443,60,171,477,486,554,408,117,5,0,2272,7,12,11,13,17,18,3,0,0,81,34,42,69,66,81,47,15,5,0,349
5007,451,775,1925,1808,1608,1378,360,28,0,8334,0,0,4,0,6,0,0,0,0,12,33,102,275,221,179,78,11,3,0,901,8,15,59,44,28,18,13,0,0,178,0,3,8,10,6,8,0,0,0,33,4,12,46,51,35,37,10,0,0,192,8,18,39,24,33,20,0,0,0,140,147,82,136,121,134,106,37,0,0,747,106,63,113,100,106,57,15,7,0,566,8,11,31,41,56,59,13,0,0,227,0,9,3,6,0,0,0,0,0,25,0,3,21,19,11,9,4,0,0,67,4,21,29,30,35,27,3,0,0,149,15,28,70,63,48,40,12,0,0,278,6,22,53,48,52,41,6,0,0,237,3,28,103,100,86,61,5,0,0,388,10,72,175,202,214,173,31,6,0,884,24,99,299,248,244,223,43,0,0,1175,8,5,18,24,17,10,3,0,0,95,19,34,78,61,52,29,7,0,0,278
5008,260,343,1223,1416,995,584,108,0,0,4935,0,0,0,0,0,0,0,0,0,4,4,31,136,130,71,14,9,0,0,394,8,3,17,11,15,9,0,0,0,61,0,0,27,27,14,0,0,0,0,68,7,12,61,51,27,8,0,0,0,162,6,6,14,9,10,5,0,0,0,48,69,24,89,85,78,35,8,0,0,388,49,23,71,51,47,29,12,0,0,278,6,16,32,38,37,23,0,0,0,163,3,0,11,5,5,4,0,0,0,23,3,0,10,12,6,0,0,0,0,33,3,15,26,28,24,13,0,0,0,105,4,5,33,36,12,11,3,0,0,99,5,19,52,64,57,24,7,0,0,238,9,10,82,96,72,37,7,0,0,307,0,32,152,201,161,47,12,0,0,605,19,53,162,174,111,66,5,0,0,593,4,6,5,18,13,6,0,0,0,53,3,11,58,42,26,7,0,0,0,157
5009,27399,48754,120543,126875,110065,83011,25257,3298,242,545448,90,168,543,572,629,480,225,49,4,2772,111,1079,4635,4695,3212,1515,204,17,0,15464,817,1044,3009,3569,3533,2412,564,67,3,15036,40,171,824,1083,823,439,82,4,0,3462,206,974,3861,3922,3177,2209,513,40,0,14902,212,608,1734,2026,2005,1378,317,36,4,8322,8715,9330,10368,8428,8594,6998,1677,124,11,54242,11384,7367,7238,4731,3584,2297,556,37,4,37195,196,810,2385,2545,2611,1878,452,37,0,10916,222,391,904,730,600,425,107,13,0,3395,117,721,3402,4131,3346,1919,408,39,9,14091,115,575,1811,1906,1832,1402,508,88,8,8236,305,2801,9699,10026,7021,4021,1249,129,6,35268,373,1548,4268,4130,3618,2620,662,52,0,17281,273,1614,6160,7656,7416,5475,1084,66,0,29742,1462,3986,12416,16027,18265,13201,3123,204,6,68689,1768,9811,28328,27095,25414,20170,4921,269,8,117780,1159,1466,2225,1861,1429,963,330,43,0,9476,1064,2304,5465,4707,3921,2553,695,84,3,20791
5010,197,252,1105,1157,815,641,103,3,0,4275,0,0,0,0,0,0,0,0,0,6,12,47,204,154,74,25,0,0,0,516,5,4,24,9,11,0,0,0,0,61,0,3,11,13,9,0,0,0,0,34,6,12,26,21,26,10,0,0,0,92,0,7,19,20,11,4,0,0,0,61,52,19,70,70,54,46,9,0,0,310,42,23,47,45,37,12,6,0,0,211,4,9,52,47,32,30,4,0,0,183,0,3,4,0,0,0,0,0,0,11,0,0,11,8,0,0,0,0,0,30,3,11,40,12,10,6,0,0,0,82,5,3,26,30,10,3,0,0,0,79,0,9,38,40,21,15,0,0,0,121,9,16,81,51,39,29,3,0,0,224,5,30,130,136,90,55,12,0,0,457,17,53,171,166,100,87,15,0,0,608,3,0,8,11,3,3,0,0,0,36,8,5,40,34,20,14,0,0,0,115
6000,1796,2707,6527,6779,7840,8147,2845,487,53,37190,93,157,409,401,462,507,269,80,6,2376,0,10,47,29,31,25,13,5,0,156,101,116,275,315,350,313,67,9,0,1544,0,3,51,58,62,47,0,0,0,227,15,31,138,181,138,136,36,4,0,687,24,49,81,82,105,91,26,0,0,457,477,396,622,609,794,671,131,12,0,3700,624,345,577,479,565,546,144,11,0,3287,8,37,100,146,220,230,40,8,0,798,11,7,39,36,60,53,18,0,0,226,6,35,110,137,138,102,17,0,0,551,13,41,95,72,89,85,31,5,0,431,33,97,277,309,335,249,103,8,0,1409,26,64,180,243,313,307,59,6,0,1191,14,77,309,459,569,458,80,0,0,1975,57,187,671,1020,1152,997,184,12,0,4280,83,471,1331,1408,1903,2081,385,15,0,7684,44,44,91,109,128,128,37,0,0,577,75,107,250,238,238,202,55,0,0,1163
6001,336,548,1206,1109,1140,1113,294,34,4,5779,0,3,18,20,27,21,11,6,0,96,0,0,18,18,12,4,0,0,0,60,9,21,41,37,42,57,6,0,0,214,0,0,3,4,5,6,0,0,0,13,3,13,12,20,17,16,6,0,0,87,0,4,9,28,22,21,11,0,0,89,159,102,151,151,145,107,22,0,0,847,130,101,97,64,67,52,10,6,0,522,0,4,18,19,30,15,9,0,0,90,4,4,9,8,9,6,4,0,0,39,5,10,23,18,21,19,4,0,0,104,4,9,24,19,19,14,5,0,0,83,10,12,42,51,40,25,11,0,0,181,0,21,31,48,40,36,3,0,0,181,9,27,67,89,80,73,12,0,0,360,14,35,127,196,176,164,30,4,0,750,22,143,358,342,414,393,63,0,0,1739,8,4,9,3,9,4,0,0,0,37,7,27,63,48,41,23,7,0,0,220
6002,425,616,1607,1274,1384,1205,354,63,6,6926,3,31,121,62,50,38,12,6,0,329,0,0,4,0,4,5,0,0,0,14,20,32,73,52,72,76,14,0,0,341,0,0,26,13,12,0,0,0,0,58,5,20,35,27,34,19,7,0,0,148,7,10,14,24,21,13,3,0,0,96,174,126,168,152,163,127,22,5,0,945,139,89,119,74,78,60,4,0,0,574,0,17,27,47,66,42,9,0,0,200,0,5,7,8,0,6,0,0,0,36,0,7,27,26,27,21,5,0,0,116,0,3,19,14,11,15,3,0,0,75,7,16,61,57,53,49,7,0,0,258,4,16,50,44,56,45,6,3,0,233,0,12,66,68,89,54,6,0,0,301,6,44,152,185,227,139,33,3,0,796,26,145,435,324,382,374,70,4,0,1765,9,7,17,19,13,9,3,0,0,83,13,27,79,54,57,33,7,0,0,276
6003,2330,4657,14882,11583,10371,8191,2564,350,22,54947,18,45,164,106,106,74,35,5,0,554,0,4,9,16,12,4,3,0,0,38,132,140,340,281,246,198,67,4,0,1417,3,40,185,242,173,70,8,0,0,726,23,61,237,240,208,171,55,0,0,1002,9,37,112,111,120,82,30,0,0,507,790,917,1378,828,777,670,183,20,0,5559,987,718,1397,618,402,276,86,7,0,4485,17,73,163,164,173,147,39,0,0,773,14,48,164,148,111,103,26,0,0,610,17,65,379,346,296,172,32,0,0,1312,10,71,166,110,137,93,36,5,0,643,36,202,899,773,608,437,123,11,0,3088,33,124,410,369,348,264,80,16,0,1655,45,261,1151,1605,1679,1065,190,4,0,6010,133,393,1659,1887,1972,1487,385,17,0,7935,131,1095,3763,2880,2808,2600,528,42,3,13842,128,133,267,227,205,163,59,7,0,1192,64,211,623,439,388,251,72,15,0,2068
6004,1090,2028,5425,4269,4219,3463,1012,137,14,21651,3,26,73,85,54,47,17,0,0,320,0,4,11,0,4,0,0,0,0,17,51,47,139,103,142,98,25,0,0,601,0,10,40,46,43,26,5,0,0,163,11,24,75,92,81,76,22,0,0,371,4,34,54,46,64,54,12,0,0,273,423,376,516,372,439,355,93,4,0,2573,580,315,466,234,190,142,27,3,0,1965,14,17,59,59,81,71,25,0,0,316,9,14,39,34,40,31,6,0,0,175,4,52,181,195,148,84,13,0,0,677,5,41,77,56,57,57,17,0,0,307,20,78,269,230,183,112,53,5,0,952,15,52,141,154,181,107,29,0,0,679,9,57,177,243,309,213,32,0,0,1043,26,140,444,712,821,548,129,9,0,2830,83,512,1643,1288,1355,1192,248,11,0,6326,27,40,79,48,69,66,16,0,0,341,42,107,221,155,167,113,41,0,0,847
6005,192,247,586,574,647,676,182,26,4,3124,0,4,31,15,23,22,14,5,0,117,0,5,4,0,4,4,0,0,0,14,13,13,25,30,35,41,7,0,0,165,0,0,4,4,4,0,0,0,0,12,0,4,16,13,17,20,0,0,0,68,4,0,7,9,17,6,0,0,0,47,70,55,67,63,85,53,15,0,0,414,89,43,34,28,42,36,10,0,0,288,5,7,12,9,13,29,5,0,0,79,0,0,0,0,0,0,0,0,0,11,0,0,6,12,5,12,0,4,0,37,0,0,3,5,3,16,4,0,0,34,6,12,23,31,25,18,4,0,0,117,0,8,14,21,28,19,4,0,0,97,3,10,18,38,64,44,3,0,0,178,0,23,77,107,135,96,19,0,0,459,13,64,160,161,197,211,41,0,0,850,4,3,10,4,4,0,0,0,0,26,0,14,27,16,25,17,7,0,0,109
7000,554,1098,2992,2821,2659,2092,644,92,5,12954,61,130,161,120,105,75,28,9,0,695,5,20,53,60,37,21,0,0,0,200,9,18,28,24,21,20,0,0,0,122,0,4,9,15,22,6,0,0,0,62,14,19,82,95,98,70,17,0,0,398,0,16,21,19,32,7,4,0,0,105,131,67,204,172,171,139,29,0,0,920,121,111,248,146,124,110,26,0,0,885,10,6,49,39,67,41,10,0,0,225,0,3,6,12,5,7,0,0,0,31,0,4,37,23,18,11,4,0,0,100,0,14,29,24,29,16,0,0,0,113,12,18,85,98,80,52,13,0,0,358,13,26,60,78,82,69,15,0,0,344,33,137,447,493,437,277,60,3,0,1884,55,143,541,523,542,350,83,3,0,2251,54,158,582,511,485,379,84,3,0,2264,17,42,97,77,81,54,19,5,0,398,13,25,82,87,75,41,18,0,0,345
7001,327,423,1773,1578,1213,1108,346,34,0,6804,3,4,0,0,3,0,0,0,0,17,0,0,6,0,7,0,0,0,0,9,0,0,19,11,12,4,3,0,0,58,3,0,5,4,10,3,0,0,0,33,5,3,43,43,35,25,9,4,0,160,3,7,18,18,15,17,4,0,0,77,97,50,151,63,59,73,21,0,0,516,64,34,149,64,41,39,9,0,0,398,7,11,27,12,22,25,6,0,0,112,3,6,17,8,9,8,0,0,0,56,0,0,15,18,11,3,0,0,0,59,7,8,13,15,10,10,8,0,0,72,8,7,114,78,80,50,14,4,0,351,0,12,51,44,35,29,9,0,0,185,9,50,268,263,258,183,36,0,0,1070,44,39,177,197,216,182,51,3,0,910,33,135,702,503,381,295,92,3,0,2137,18,24,49,34,26,17,18,0,0,183,14,23,78,78,57,45,7,0,0,304
7002,1546,3291,9470,7976,6451,4499,1392,137,14,34765,4,11,41,32,41,32,11,0,0,178,4,10,79,58,48,28,5,0,0,237,37,53,88,102,99,53,17,0,0,442,0,11,86,105,80,53,5,0,0,338,16,58,235,242,225,146,23,0,0,939,9,22,73,74,63,40,9,0,0,299,395,361,699,475,449,305,97,5,0,2791,552,336,885,517,288,194,46,3,0,2829,26,67,158,156,132,101,28,3,0,671,10,25,67,53,26,26,6,0,0,212,4,30,178,128,110,44,11,0,0,507,9,38,133,120,96,69,32,8,0,512,32,143,597,463,339,239,80,7,0,1892,25,74,298,276,253,152,36,3,0,1115,70,464,1545,1612,1384,860,168,10,0,6124,97,244,914,1107,994,684,155,14,0,4208,98,560,2483,1755,1160,846,225,12,0,7133,75,103,191,119,97,58,21,0,0,662,58,101,354,316,213,135,39,5,0,1230
8000,29,35,83,84,86,54,24,4,0,400,4,0,3,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,3,6,0,0,3,0,0,0,21,9,7,3,3,0,0,0,0,0,26,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,9,8,12,4,3,0,0,35,0,0,0,0,3,0,0,0,0,10,0,5,21,19,22,13,0,0,0,86,0,6,3,11,17,11,0,0,0,54,8,9,12,12,12,10,0,0,0,64,0,4,6,4,0,0,0,0,0,21,0,3,4,0,5,3,0,0,0,15
8001,6605,13756,35447,32647,26207,16189,4595,612,57,136108,12,28,47,49,24,47,30,0,0,247,0,3,7,8,8,0,0,0,0,30,188,162,292,247,240,149,49,13,0,1333,8,56,193,174,117,43,3,0,0,602,67,216,663,536,443,249,55,11,0,2238,20,82,127,108,132,98,31,0,0,599,1901,1863,2082,1123,983,837,276,27,0,9089,2397,1858,1817,854,542,409,85,9,0,7967,19,74,264,238,261,191,46,3,0,1102,58,162,397,378,325,168,45,13,0,1551,17,149,582,532,367,233,57,8,0,1953,39,265,503,375,263,194,61,15,3,1720,183,1355,3653,3160,2201,1181,324,42,0,12100,85,324,1030,793,683,543,149,14,3,3621,300,2610,10239,11788,9928,4768,622,22,0,40283,715,1441,3676,4152,3749,2315,566,48,0,16672,530,2422,6578,5210,4115,3017,746,50,0,22659,352,462,572,470,373,249,96,16,0,2594,330,579,1015,836,688,457,154,12,0,4075
9000,49,60,172,215,231,276,131,20,4,1149,0,0,3,0,5,0,0,0,0,16,0,0,4,4,5,3,0,0,0,14,0,0,6,0,0,7,0,0,0,9,0,0,0,3,4,3,0,0,0,9,0,0,4,5,10,4,0,0,0,25,0,0,0,0,0,0,0,0,0,4,7,10,4,24,24,29,20,8,0,128,21,13,20,21,35,31,13,0,0,160,0,3,6,4,10,7,3,0,0,33,0,0,5,0,0,0,5,0,0,5,0,0,9,8,6,4,0,0,0,22,0,0,0,3,0,4,0,0,0,9,0,0,3,8,3,13,3,0,0,35,4,3,11,21,26,18,8,0,0,93,6,12,30,49,44,36,15,0,0,182,0,8,31,22,26,31,4,0,0,129,0,6,19,20,22,36,14,3,0,124,8,4,8,3,5,7,5,0,0,35,0,0,4,4,4,3,0,0,0,20
