SUA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
2020,0,0,4,8,0,0,6,0,0,19,0,8,9,27,13,11,5,3,0,84,0,5,4,30,13,5,7,4,0,70,0,0,4,41,0,0,0,0,0,46,0,6,6,0,5,0,0,0,0,13,0,0,0,0,7,0,0,0,0,7,0,6,3,12,5,0,14,6,0,45,0,0,3,13,3,0,0,0,0,26,0,0,0,4,0,4,8,10,0,23,0,0,3,14,3,0,3,0,0,24,0,11,14,77,36,48,56,48,10,298,56,154,89,301,164,137,149,114,34,1199,1359,2849,2267,5070,2392,2468,2399,1416,411,20625,0,0,0,0,0,0,0,0,0,0,1320,2471,2080,4475,2133,2215,1866,1057,472,18087,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,3,5,0,0,11,4,4,8,0,0,21
2021,0,0,0,0,0,0,0,0,0,8,0,10,6,20,13,5,0,0,0,61,0,0,7,38,5,0,6,0,0,63,0,0,0,25,0,0,0,0,0,29,0,11,4,17,3,0,0,0,0,32,0,0,0,4,0,0,0,0,0,5,0,4,8,7,0,11,8,0,0,38,7,10,0,38,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,3,16,101,14,18,15,9,3,175,55,134,118,251,110,98,109,86,40,1006,983,2298,1989,4314,2105,2133,1942,1046,386,17199,0,0,5,0,0,0,0,0,0,7,834,1906,1784,3615,2032,2138,1848,1090,545,15786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,3,13,0,6,0,0,0,24
3000,0,11,9,30,22,27,18,10,0,129,14,113,133,477,322,305,186,82,9,1633,0,10,7,72,24,23,21,11,0,181,8,3,20,254,6,11,6,0,0,309,10,51,42,112,15,16,10,0,0,251,0,0,0,10,7,16,0,0,0,34,15,49,49,152,112,175,232,98,14,889,0,30,38,144,54,49,23,3,0,333,0,0,14,44,45,67,62,38,12,283,0,6,21,87,116,115,78,22,3,453,18,123,307,1786,520,722,781,550,130,4921,1502,4176,4261,11254,6317,6719,5101,2615,755,42703,20316,50025,40480,83592,50245,57737,51158,24659,5816,384027,0,3,5,10,0,0,0,0,0,15,17541,41215,31228,63571,37910,41987,33597,15934,5302,288291,0,5,10,21,0,0,0,0,0,36,0,0,0,9,0,9,7,0,0,26,0,3,22,107,34,17,5,4,0,198,0,7,6,33,9,6,3,4,0,62,0,23,30,221,92,135,110,40,11,658
3001,0,0,0,0,5,0,0,0,0,7,0,6,4,25,12,6,16,0,0,69,0,0,0,14,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,14,0,3,4,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3,3,11,0,0,32,0,0,3,5,0,0,0,0,0,14,0,0,0,6,0,4,0,4,0,20,0,0,5,5,4,0,0,0,0,14,0,6,19,116,13,16,16,8,0,198,34,55,124,398,156,121,94,23,0,1016,386,800,836,2485,1058,924,678,236,23,7432,0,0,0,0,0,0,0,0,0,0,314,646,716,1342,600,526,324,91,17,4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,28,8,0,4,0,0,38
3002,42,259,322,838,381,238,177,58,12,2327,65,817,1684,4725,2674,1822,967,416,83,13256,25,201,437,1673,733,623,436,216,50,4402,69,278,421,2928,579,402,524,150,17,5367,31,295,562,1033,165,76,35,9,0,2211,0,28,37,338,149,110,28,21,6,720,128,542,715,1610,752,622,439,202,35,5044,46,360,797,2378,1980,1714,1018,315,111,8713,3,59,111,358,321,308,231,147,38,1572,0,44,251,983,531,483,254,58,13,2609,305,2415,3974,13758,5318,4446,3285,1914,599,36010,2869,6582,7124,17596,6898,5451,4304,2774,1293,54890,75518,166469,164066,351330,155235,126609,96316,51096,15503,1202144,17,156,308,930,258,105,50,21,4,1843,66524,133774,118812,215539,101030,83836,67684,37946,16716,841864,8,97,111,682,116,74,27,7,0,1128,0,5,26,454,245,310,150,62,18,1279,17,89,239,2228,321,91,43,18,3,3049,7,32,65,400,252,183,115,42,17,1124,57,199,274,1430,495,375,223,78,40,3172
3003,0,0,0,10,3,0,0,0,0,20,0,15,24,46,32,37,9,18,5,185,0,4,8,19,6,8,3,4,0,45,0,4,4,55,0,0,0,0,0,62,0,5,14,49,8,0,0,0,0,80,0,0,0,8,8,5,0,4,0,19,0,4,14,23,12,10,19,6,4,91,0,11,4,26,12,15,0,0,0,73,0,0,4,3,6,7,8,6,0,32,0,4,0,6,7,7,6,0,0,29,5,29,23,126,49,37,53,64,21,411,82,224,190,498,281,315,265,215,79,2162,1841,4658,4042,7568,4119,4582,4722,3186,940,35669,0,0,0,0,0,0,0,0,0,0,1629,3974,3443,6401,3596,4093,4029,2660,1055,30873,0,0,4,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,4,6,0,0,0,8,0,0,0,17,6,8,14,8,0,53
3004,0,8,3,15,14,9,5,3,0,58,0,30,46,129,87,56,31,14,0,395,0,6,16,44,20,21,18,9,4,150,0,5,3,56,10,3,3,0,0,81,4,39,45,119,22,6,6,0,0,233,0,0,0,16,8,5,0,3,0,31,0,15,23,100,49,54,47,24,3,320,0,14,23,49,38,8,11,5,0,145,0,4,7,29,11,28,24,11,0,105,0,5,13,22,29,17,7,5,0,94,17,99,132,674,374,363,277,162,49,2159,313,728,878,2204,1020,831,611,295,116,6997,4299,10595,9102,19720,10686,9565,7301,3335,908,75504,0,7,0,4,0,0,0,0,0,10,3789,8527,6719,13097,6857,5963,4430,2058,827,52276,0,5,5,7,3,0,0,0,0,16,0,0,0,3,0,4,6,0,0,17,0,0,0,95,13,10,4,4,0,135,0,0,0,24,11,0,6,0,0,42,9,12,21,131,46,49,31,14,3,308
3005,0,0,0,0,0,0,0,0,0,0,3,15,20,33,23,12,0,0,0,106,0,3,0,7,6,0,0,0,0,17,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,4,0,3,6,5,3,0,0,19,0,0,0,5,0,0,0,0,0,6,0,0,0,0,4,6,0,0,0,9,0,0,8,9,12,7,0,0,0,31,0,6,9,41,12,9,0,0,0,83,29,63,98,270,92,106,30,16,8,708,540,1222,997,2228,927,769,349,125,34,7183,0,0,0,0,0,0,0,0,0,0,506,1111,742,1609,597,504,221,91,24,5404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14
3006,0,0,0,7,4,0,0,0,0,13,3,35,46,94,78,39,12,3,0,311,0,0,4,12,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,4,0,9,3,16,8,12,5,0,0,56,0,5,3,3,8,4,0,0,0,17,0,0,4,4,3,9,6,3,0,28,0,0,4,3,8,7,4,0,0,29,9,14,9,67,46,40,37,16,7,247,74,159,150,429,246,225,123,65,25,1494,1551,3453,2805,5953,3137,2991,1825,738,205,22649,0,0,0,0,0,0,0,0,0,0,1407,3013,2325,4698,2316,2031,1253,620,216,17879,0,0,0,13,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,8,4,0,0,0,0,5,0,6,0,16,0,5,0,0,0,35
3007,7,46,43,122,78,61,52,20,4,448,20,278,496,1398,883,663,439,162,38,4391,0,18,48,137,58,60,59,40,11,430,13,51,83,328,83,53,58,24,4,691,13,113,112,207,53,23,13,3,0,540,3,8,11,79,82,68,33,25,9,315,28,167,172,486,248,254,231,99,22,1722,3,44,102,185,119,65,41,15,0,578,0,26,37,130,136,99,113,66,27,636,0,0,39,184,115,90,85,15,0,542,49,411,618,2949,1212,1212,1221,829,281,8788,839,2180,2189,5923,2645,2258,1974,1421,632,20060,18956,43377,40813,88950,44239,38957,34031,20220,6316,335854,0,0,10,36,17,6,0,0,0,74,16466,34918,30907,56398,28555,26035,23304,13239,5688,235500,3,11,15,99,31,3,4,4,0,173,0,5,8,163,93,135,70,35,7,499,4,63,209,2068,146,51,39,10,0,2590,0,5,13,52,22,21,12,0,3,138,17,68,94,680,192,141,115,40,12,1348
3008,0,0,0,0,3,0,0,0,0,5,0,4,0,23,10,10,6,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,10,4,5,0,4,5,4,37,0,5,6,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,10,0,0,0,13,5,14,24,9,5,80,33,66,74,167,80,82,63,45,26,639,617,1474,1366,2346,1240,1301,1280,765,280,10678,0,0,0,0,0,0,0,0,0,0,536,1294,1173,2146,1167,1212,1189,775,366,9843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,14
3009,0,0,0,7,6,0,0,0,0,12,0,7,19,40,29,41,29,5,10,181,4,9,3,21,11,3,6,3,0,64,0,0,0,11,0,0,0,0,0,10,0,3,6,9,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,9,0,4,8,21,11,11,21,5,0,84,0,0,0,5,0,4,0,0,0,6,0,4,3,3,5,9,10,15,3,44,0,0,4,5,8,6,3,3,0,37,7,18,4,58,44,68,105,102,35,433,57,163,144,327,224,211,297,239,88,1750,1161,3372,2612,4793,3010,3689,4768,3101,823,27335,0,0,0,0,0,0,0,0,0,0,1050,2923,2251,4297,2654,3148,3643,2043,762,22767,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,5,3,0,0,24,0,0,0,4,0,0,0,0,0,3,0,0,0,30,10,16,11,5,0,72
3010,0,0,0,0,0,0,0,0,0,3,0,7,3,13,10,8,8,0,0,40,0,0,0,4,3,0,0,0,0,3,0,0,5,23,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,14,0,0,0,3,6,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,4,0,0,7,56,4,5,0,8,4,84,18,40,52,94,41,34,37,33,11,361,365,750,636,1278,533,574,551,343,115,5149,0,0,0,0,0,0,0,0,0,0,298,596,605,1018,486,505,514,283,165,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
3011,0,0,0,5,5,0,0,0,0,15,7,25,77,200,112,86,20,6,4,538,3,8,4,31,8,4,0,0,0,66,0,0,0,13,0,0,0,0,0,12,0,9,15,10,0,3,0,0,0,33,0,0,0,0,0,4,0,0,0,3,0,3,5,23,5,10,8,0,0,58,0,0,3,17,8,4,3,0,0,27,0,0,0,11,3,3,3,4,3,29,0,12,16,46,27,48,12,0,0,169,8,35,38,133,51,72,57,30,9,421,148,353,402,1310,644,580,308,161,81,3986,2699,5986,5218,11365,5551,5346,3580,1741,588,42071,0,0,0,0,0,0,0,0,0,0,2312,5033,4129,8480,4039,3922,2716,1585,742,32943,0,3,5,25,0,0,0,0,0,34,0,0,0,0,0,0,4,0,0,3,0,3,4,25,10,0,0,0,0,40,0,0,3,0,0,0,0,0,0,9,0,5,3,42,6,14,5,9,0,87
3012,0,0,0,0,0,0,0,0,0,0,0,3,5,12,7,0,6,4,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,13,0,6,3,8,10,14,26,24,3,96,49,97,114,200,115,131,130,107,37,966,602,1600,1641,2955,1612,1920,2054,1141,316,13843,0,0,0,0,0,0,0,0,0,0,530,1406,1223,2188,1359,1658,1642,929,400,11344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,12
3013,0,0,0,0,0,0,0,0,0,4,10,14,8,40,9,9,0,0,0,90,0,0,0,16,0,0,5,0,0,23,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,3,7,0,0,5,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,0,4,15,22,11,11,0,0,0,57,4,5,0,49,22,25,24,25,8,162,59,99,142,313,132,116,57,29,6,958,838,1435,1293,2911,1137,1032,485,243,50,9427,0,0,0,0,0,0,0,0,0,0,629,1195,948,2034,750,535,294,146,37,6565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,13
3014,0,0,3,9,3,3,3,0,0,24,0,20,15,70,45,26,9,4,3,188,3,8,10,77,38,5,0,0,0,150,0,0,3,5,0,0,0,0,0,15,0,3,7,10,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,8,6,18,7,9,5,0,0,62,0,11,39,56,40,6,8,0,0,162,0,0,0,0,0,3,0,8,0,16,0,8,17,24,17,7,6,0,3,85,0,19,23,89,37,31,30,21,4,249,118,276,360,967,444,361,219,118,63,2935,2583,5730,5347,10872,4667,4517,3378,1772,654,39522,0,3,6,11,5,0,0,0,0,21,2187,5067,4379,8431,3814,3895,2854,1893,879,33403,0,0,3,29,6,5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,17,32,20,4,0,0,0,76,0,3,0,0,0,0,0,0,0,4,0,4,0,18,8,9,3,0,6,48
3015,4,34,21,23,26,26,14,3,0,154,6,162,216,652,483,329,272,91,20,2245,0,9,9,53,29,26,16,19,3,170,0,16,9,61,4,5,0,0,0,97,6,44,43,58,18,6,5,0,0,180,0,0,4,22,6,9,7,0,0,51,23,100,102,229,155,157,167,71,19,1015,3,27,18,76,17,7,6,0,0,162,0,21,20,84,69,58,66,56,13,385,0,6,23,101,107,107,55,28,3,433,33,188,180,836,466,479,493,372,141,3184,349,1010,923,2565,1459,1255,1135,775,372,9843,9520,24263,20590,41661,24729,23858,22345,13089,4165,184225,0,0,0,0,0,0,0,0,0,9,8377,20139,16863,31931,19015,19252,17016,9643,3968,146215,0,0,0,14,3,0,0,0,0,19,0,0,0,17,3,6,0,4,0,35,4,17,21,458,55,20,7,0,0,589,0,12,3,20,3,0,0,0,0,38,17,68,58,364,150,118,92,38,10,913
3016,7,7,13,58,28,14,5,0,0,126,0,19,85,157,93,77,41,20,6,494,0,24,16,106,42,11,3,0,0,207,0,5,0,53,6,0,7,0,0,78,0,9,13,14,7,0,0,0,0,37,9,5,0,6,4,0,3,0,0,27,6,14,26,54,30,19,30,12,6,193,0,4,7,30,15,3,0,0,3,57,0,0,0,6,4,5,12,4,3,37,0,9,25,53,64,51,29,9,0,239,18,188,217,449,178,128,81,48,20,1318,152,334,438,932,438,376,345,223,108,3353,4290,10021,9369,17347,7987,7470,6507,3918,1298,68213,0,4,21,31,14,3,4,0,0,75,3942,8385,7521,13887,6993,6859,6189,3912,1793,59483,0,3,4,40,5,4,0,0,0,56,0,0,0,0,0,5,0,0,0,8,0,5,13,57,15,0,0,3,0,99,0,3,0,10,0,0,0,0,0,12,3,12,11,48,21,19,11,8,0,132
3017,0,0,5,17,19,3,7,0,0,57,3,33,88,169,88,78,32,7,4,499,0,7,31,79,20,15,11,7,0,168,0,9,0,11,0,0,0,0,0,21,3,15,31,36,6,8,3,0,0,101,0,0,3,5,0,3,0,0,0,13,4,19,24,96,34,21,28,9,0,234,3,10,21,46,29,13,10,0,0,140,0,0,0,20,12,14,13,6,0,69,0,9,12,53,32,23,17,3,0,140,31,193,261,473,215,191,156,93,28,1641,299,725,1477,2305,917,723,441,236,86,7214,5542,12380,13710,24925,11162,9836,7135,3436,894,89017,0,3,0,9,0,0,0,0,0,8,4611,10416,10756,19134,8741,7683,5610,3014,1197,71170,0,0,9,20,8,0,0,0,0,35,0,0,0,5,0,0,0,0,0,7,0,3,0,40,8,0,5,0,0,60,0,3,5,16,4,0,0,0,0,23,0,3,15,94,25,29,12,7,0,196
3018,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,3,11,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,20,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,3,0,0,0,13,9,11,12,10,0,50,19,65,66,102,63,70,62,71,24,557,445,1016,941,1521,802,959,975,631,176,7455,0,0,0,0,0,0,0,0,0,0,384,948,768,1356,795,892,839,554,221,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,6
3019,0,0,0,0,0,0,0,0,0,5,0,5,6,13,18,11,7,0,0,71,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,9,0,3,8,0,0,30,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,7,5,0,0,14,0,0,0,0,6,0,0,0,0,8,4,3,6,23,9,21,15,16,3,96,17,47,61,265,161,160,62,34,16,820,544,1412,1180,2242,1304,1419,1144,620,178,10037,0,0,0,0,0,0,0,0,0,0,479,1168,945,1884,1055,1151,921,526,214,8346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,7,3,0,0,36
4000,0,0,0,10,4,4,0,0,0,22,3,25,36,124,76,65,35,17,0,378,0,7,3,80,9,7,3,0,0,115,0,0,0,26,0,0,0,0,0,37,0,9,13,30,8,0,0,0,0,69,0,0,0,6,8,11,5,0,0,34,10,12,18,48,35,36,48,24,9,222,0,11,8,28,19,10,10,0,0,99,0,0,3,8,12,33,31,24,7,125,0,3,12,37,12,16,6,0,0,95,6,32,99,384,130,223,290,165,56,1381,336,960,932,2304,1563,1834,1667,974,346,10916,6748,16557,13998,28328,17834,21863,20453,10035,2817,138635,0,3,16,40,14,0,0,0,0,76,6176,14291,10893,22884,14271,16017,14055,7157,2884,108619,0,5,0,12,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,25,9,0,5,0,0,36,0,0,10,27,5,0,4,0,0,47,0,3,3,51,21,28,27,9,3,149
4001,20,119,181,448,168,107,125,43,11,1212,24,330,456,1066,677,409,233,120,22,3328,29,209,275,1282,414,188,106,60,12,2576,5,30,71,393,43,37,25,11,0,616,19,86,165,533,66,35,8,9,0,934,0,15,11,121,60,44,39,27,11,335,54,232,261,648,332,302,245,117,27,2221,35,283,705,1965,1463,1544,914,246,84,7239,3,32,61,187,194,295,207,142,61,1177,8,25,68,237,140,97,46,6,4,624,153,1410,2351,6752,2991,2557,2186,1495,644,20544,1024,2478,2845,7498,3383,3156,2559,1840,916,25708,38001,82332,85629,185717,84773,79557,64840,36205,13606,670670,22,273,745,1652,466,200,75,17,3,3453,33754,67036,61594,118314,59318,55360,44953,24004,11573,475904,13,121,95,650,96,34,7,4,0,1021,0,7,14,362,207,283,163,76,23,1129,5,50,43,801,73,23,19,7,0,1030,11,64,112,718,404,319,246,72,31,1968,27,81,90,480,177,191,111,40,14,1206
4002,0,0,0,3,0,0,0,0,0,3,0,5,8,13,6,9,7,0,0,45,0,0,0,5,3,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,33,44,11,4,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,7,0,0,29,0,0,0,9,0,3,0,0,0,9,0,0,0,0,0,0,4,0,5,8,0,0,0,3,3,0,4,0,0,15,5,16,11,44,14,30,22,13,10,161,35,84,82,189,114,89,106,76,31,812,805,1933,1739,3327,1762,1838,1621,887,310,14233,0,0,0,0,0,0,0,0,0,0,768,1611,1488,2987,1623,1623,1346,793,343,12587,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,6,0,3,0,0,0,10
4003,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,6,3,4,0,22,0,0,0,10,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,16,0,0,0,14,0,4,3,0,0,24,0,13,0,37,0,0,5,0,0,67,0,0,0,0,0,0,4,0,0,7,0,0,3,0,3,0,0,0,0,7,0,8,11,61,15,5,16,15,5,141,21,69,59,144,83,91,62,53,27,602,487,1028,1062,2305,1101,1133,1029,702,219,9058,0,0,0,0,0,0,0,0,0,0,445,957,847,1540,837,999,865,591,255,7340,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3
4004,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,8,0,0,0,4,4,3,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,13,3,0,0,0,0,18,0,0,0,0,0,0,0,3,0,7,0,0,0,0,7,0,0,0,0,3,0,0,9,70,9,6,14,6,3,120,30,68,69,163,71,81,53,38,5,574,405,856,826,2019,801,911,669,381,92,6966,0,0,0,0,0,0,0,0,0,0,349,787,617,1337,711,714,543,311,121,5477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
