SUA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
2015,0,0,3,15,4,11,0,0,0,37,0,0,0,0,3,6,0,0,0,9,0,0,3,0,0,3,0,0,0,11,0,4,4,23,12,15,15,14,9,93,20,37,52,102,52,41,62,49,36,438,439,919,824,1880,1045,1007,957,604,293,7973,0,0,0,0,0,0,0,0,0,0,843,1744,1473,2895,1539,1520,1366,761,318,12460,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,5,4,3,4,4,0,20,0,0,0,0,0,5,0,0,0,7,0,0,0,28,6,8,4,0,0,38,0,0,0,0,5,5,5,14,3,30,0,0,0,8,0,0,0,0,0,11,4,5,13,47,41,90,102,91,37,430,0,0,5,8,8,3,6,0,0,20,0,0,0,5,0,0,0,0,0,3
2016,0,3,0,23,8,0,0,0,0,41,0,0,0,0,0,5,0,4,0,7,0,0,0,4,10,0,0,0,0,21,16,71,109,273,79,71,51,35,18,715,102,238,201,540,195,227,202,179,101,1973,1622,3494,3116,7167,3236,3250,2874,1797,862,27417,3,56,150,308,139,70,22,5,0,745,3085,5995,4932,8451,4700,4763,4052,2397,977,39347,0,4,0,19,4,3,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0,12,3,6,3,9,4,3,6,3,0,34,0,0,0,6,0,0,0,0,0,6,0,5,8,137,33,33,15,5,0,234,0,0,0,5,4,8,13,10,0,40,0,12,8,14,3,0,0,0,0,47,0,20,26,85,64,143,172,136,38,698,0,3,5,42,16,4,3,0,0,80,0,0,0,16,3,5,4,0,0,21
2017,0,15,7,46,0,3,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,15,10,0,0,0,0,37,28,51,36,104,27,36,38,31,15,382,381,717,611,1564,575,673,588,477,266,5858,0,3,6,24,22,11,11,0,0,66,682,1198,1057,2080,895,1103,927,675,342,8967,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,12,53,5,4,9,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,6,13,6,27,19,15,5,102,0,0,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3
2018,0,5,0,19,10,7,5,0,0,39,0,3,0,0,0,0,0,0,0,11,0,0,0,9,3,0,0,0,0,15,0,17,39,82,26,46,42,38,23,319,80,201,177,447,168,221,174,141,111,1717,1235,2549,2429,5613,2607,2968,2538,1539,765,22253,0,0,0,5,0,0,0,0,0,4,2279,4669,4168,8562,4130,4304,3370,1723,644,33851,0,0,0,13,6,4,0,0,0,27,0,0,0,0,0,0,4,3,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,4,0,6,5,10,14,5,3,6,0,53,0,0,0,0,5,7,8,6,0,21,0,9,17,65,31,23,10,11,4,156,0,0,0,4,9,9,12,10,3,43,0,0,0,4,0,3,0,0,0,18,0,30,8,91,82,227,280,234,103,1060,0,0,0,15,4,3,0,0,0,22,0,0,0,0,4,8,4,3,0,18
2019,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,5,4,17,9,19,16,13,7,89,24,45,56,122,74,77,65,83,60,615,539,1138,1090,2354,1285,1329,1284,959,509,10488,0,0,0,0,0,0,0,0,0,0,969,2206,1962,3674,2062,2099,1918,1280,590,16758,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,3,0,8,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,15,10,7,0,0,0,31,0,0,0,0,0,5,6,6,0,16,0,0,0,3,0,0,0,0,0,4,0,6,8,44,41,71,71,69,32,347,0,0,0,3,5,0,0,0,0,4,0,0,4,9,3,5,0,0,0,16
2020,0,0,0,22,4,0,0,0,0,37,0,0,0,0,5,5,10,0,0,19,0,3,0,9,6,4,0,0,0,27,4,11,13,97,25,62,54,33,16,315,59,145,97,312,137,154,148,121,47,1230,1399,2714,2308,5546,2656,2851,2559,1534,636,22199,0,0,0,4,0,0,0,0,0,5,2616,5083,4122,8586,4047,4160,3592,1979,758,34941,0,0,0,4,0,0,0,0,0,3,0,0,0,8,5,0,3,0,0,21,0,0,0,4,0,0,0,0,0,9,0,0,0,0,6,3,0,0,0,3,5,0,6,20,5,8,8,5,0,47,0,0,0,4,7,4,3,0,0,18,0,11,5,54,18,21,4,0,0,112,0,0,0,0,3,4,9,9,0,33,0,0,0,6,0,0,3,0,0,11,0,30,50,163,189,320,380,276,73,1484,0,0,5,10,12,10,0,0,0,29,0,0,0,3,3,0,4,0,0,11
2021,0,8,7,33,4,0,0,0,0,57,0,0,0,0,0,0,5,0,0,7,0,0,0,5,0,0,0,0,0,10,0,5,19,55,29,20,12,11,4,156,29,103,87,233,110,116,123,110,74,996,878,2099,1989,4519,2383,2497,2179,1329,681,18547,0,0,5,0,0,0,0,0,0,11,1739,3960,3511,7005,3857,3980,3476,1936,854,30331,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,5,0,6,0,0,0,0,0,12,0,0,6,17,0,9,3,0,0,34,0,0,0,0,0,0,0,0,0,4,4,20,31,143,18,11,11,0,0,241,0,0,0,0,0,0,0,5,0,9,0,0,4,7,4,4,3,0,3,24,0,22,23,72,67,127,142,104,36,593,0,0,5,12,0,0,0,0,0,21,0,6,0,5,3,3,0,0,0,20
3000,5,28,25,240,73,61,26,3,0,453,0,0,13,50,41,65,61,34,10,266,0,14,29,111,100,109,74,20,4,449,24,105,227,1471,591,741,614,342,92,4213,1405,3761,3685,8809,4847,5166,4064,2342,926,34999,19125,46223,37037,84531,49692,56267,45399,22238,7334,367847,0,3,5,29,3,0,0,0,0,35,36171,85746,65300,125925,76260,85376,71287,33092,9249,588389,0,11,9,52,9,0,0,0,0,86,0,4,0,16,7,16,11,8,0,59,0,10,54,191,61,21,12,4,0,356,0,16,6,46,12,9,4,4,0,104,6,50,49,345,163,236,201,82,15,1150,0,3,5,205,21,20,18,10,0,284,11,38,72,593,150,128,62,33,13,1104,0,3,0,18,20,51,76,77,26,263,0,8,7,22,9,8,33,20,0,97,16,243,530,2099,2492,5124,5151,3400,746,19800,3,32,49,228,144,158,81,20,5,717,4,7,75,343,78,125,94,47,16,788
3001,0,0,9,15,3,4,0,0,0,25,0,0,3,5,0,5,0,0,0,14,0,0,0,6,5,0,0,0,0,16,0,3,16,155,24,11,13,10,0,235,20,58,107,312,97,108,49,23,6,775,338,743,959,2533,930,856,528,171,29,7093,0,0,0,0,0,0,0,0,0,0,662,1339,1322,2768,1283,1119,708,216,31,9447,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,4,5,43,7,6,4,0,0,60,0,0,0,64,4,0,0,0,0,71,0,6,4,53,3,3,0,0,0,60,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,5,0,5,39,205,115,149,108,66,4,690,0,0,0,9,6,3,0,0,0,14,0,0,3,41,5,11,0,7,0,65
3002,40,329,935,4071,2511,1837,1177,367,172,11444,3,56,125,298,258,225,229,174,49,1421,3,50,242,1017,561,475,243,65,15,2670,300,2315,3937,16068,5719,4522,3536,1939,815,39150,2671,6129,6691,16335,5756,4748,4219,3341,2387,52277,71263,157615,159713,366141,163125,135039,106703,59526,26016,1245137,31,332,657,2346,556,234,92,35,10,4290,136907,274839,240822,429417,197777,162104,127561,68587,25875,1663891,21,187,216,1317,320,163,71,15,4,2319,0,9,55,912,447,582,339,129,24,2497,28,184,430,4159,549,164,73,26,3,5613,18,71,129,603,428,341,232,73,25,1921,116,432,469,2458,1060,735,465,187,66,5986,23,79,107,715,340,278,221,118,16,1891,182,1891,5867,19808,5041,4428,3085,1098,470,41877,0,6,15,360,229,470,389,352,110,1942,23,190,222,501,151,148,211,137,41,1632,395,3963,7022,17329,16018,18388,14678,11019,3534,92344,16,193,610,3940,2194,1914,1256,494,119,10724,30,183,257,1522,496,457,290,181,61,3474
3003,0,0,3,46,14,8,9,0,0,86,0,4,0,0,5,0,5,4,3,34,0,0,0,8,8,6,8,0,0,29,7,26,24,145,59,51,75,36,14,423,70,192,179,448,225,254,290,256,129,2049,1724,4330,3922,8291,4513,5152,5210,3532,1396,38076,0,0,0,0,0,0,0,0,0,0,3361,8196,7027,12312,6878,7739,7704,4967,1709,59887,0,3,3,12,5,3,0,0,0,29,0,0,0,0,0,3,0,0,0,3,0,0,0,12,3,0,0,0,0,14,0,4,0,0,9,6,0,0,0,14,0,0,3,31,12,13,25,12,0,102,0,0,0,0,6,0,0,0,0,10,0,4,14,63,23,19,19,0,4,142,0,0,0,5,0,3,6,14,3,26,0,5,0,8,0,7,6,4,0,27,4,33,74,203,238,445,550,548,171,2268,0,5,6,48,14,21,12,6,0,115,0,3,9,12,3,6,10,7,3,54
3004,0,15,27,107,54,19,11,0,0,228,0,3,3,30,13,22,12,6,3,91,0,3,17,44,24,19,12,0,0,121,13,93,153,870,411,334,245,154,40,2309,294,676,787,1992,775,652,475,296,150,6099,4184,10055,8867,21908,11352,9627,7132,3463,1337,77922,0,6,3,10,0,0,0,0,0,20,7672,17504,13707,25746,13809,12023,8924,3928,1301,104624,0,0,5,18,6,3,0,0,0,32,0,0,0,6,0,9,3,3,0,27,0,0,0,156,24,7,3,4,0,198,0,3,9,25,19,3,6,0,0,61,8,14,28,199,80,83,62,33,4,511,0,0,9,89,12,6,4,7,0,130,7,42,56,360,157,134,72,28,9,861,0,0,0,3,14,14,24,29,14,102,8,0,17,13,3,10,15,9,4,82,12,164,239,1192,1053,1420,1216,726,183,6203,0,10,30,80,56,46,28,13,4,272,0,13,22,173,40,42,45,18,4,360
3005,0,0,7,10,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,4,9,7,4,0,0,0,30,0,3,11,25,16,7,5,3,0,74,31,64,56,153,63,42,29,22,20,466,543,1250,897,2228,840,670,301,126,47,6906,0,0,0,0,0,0,0,0,0,0,1010,2190,1528,3127,1251,1015,482,187,41,10829,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,3,0,0,24,0,0,0,3,0,0,0,0,0,3,0,0,4,43,0,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,41,22,57,15,5,7,157,0,0,0,14,7,3,0,0,0,27,0,0,0,0,0,3,0,0,0,5
3006,0,0,3,10,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,17,10,11,3,0,0,40,0,18,16,100,52,51,27,10,11,287,49,168,133,345,174,122,106,77,55,1240,1473,3411,2747,6198,3161,2678,1695,851,314,22531,0,0,0,0,0,0,0,0,0,0,2859,6071,4667,9345,4581,4260,2567,1130,345,35823,0,4,0,20,11,8,3,0,0,45,0,0,0,0,3,0,0,0,0,3,0,0,0,9,4,0,0,0,0,9,0,0,0,5,6,0,0,0,0,11,0,9,0,31,9,8,3,0,0,64,0,0,0,4,0,0,0,0,0,9,0,4,6,26,26,12,7,0,0,79,0,3,0,7,4,3,4,0,0,22,0,11,0,19,0,0,4,0,0,41,0,38,43,134,199,268,173,113,36,999,0,5,7,29,21,17,8,11,0,90,0,5,0,7,0,4,3,4,0,29
3007,4,46,108,412,158,76,49,12,6,872,0,23,39,136,97,87,112,75,30,602,0,4,50,214,121,88,68,20,6,562,46,380,692,3804,1561,1399,1260,789,343,10274,839,1958,2255,5866,2442,2209,2020,1626,1057,20275,17764,40966,41230,96391,47737,43486,38005,22476,9674,357741,0,5,18,63,32,19,0,0,0,144,34088,71795,61381,110062,56144,49664,43851,24563,9100,460640,0,17,33,196,66,25,6,7,0,359,0,3,9,310,168,238,143,62,9,946,13,132,378,4000,291,74,52,16,0,4971,5,13,32,73,45,42,15,3,4,232,30,130,177,1102,380,278,225,94,25,2437,6,10,32,379,109,77,65,55,12,742,45,538,894,4051,1304,1172,623,226,85,8938,0,0,4,112,93,172,239,235,79,927,8,31,32,102,62,98,174,125,57,688,128,1239,2345,6156,5342,6311,5856,4858,1838,34069,0,21,69,396,241,208,150,75,26,1182,8,49,62,542,159,156,140,100,37,1254
3008,0,5,0,13,0,0,0,0,0,24,0,0,0,0,0,5,0,0,0,12,0,0,0,6,3,0,0,0,0,15,0,0,3,18,24,14,22,8,9,104,30,55,63,143,72,56,71,65,50,598,568,1379,1302,2581,1450,1500,1504,992,477,11749,0,0,0,0,0,0,0,0,0,0,1115,2666,2403,4119,2163,2259,2182,1363,563,18833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,9,6,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,0,0,0,22,0,0,0,0,0,3,5,0,0,7,0,0,0,5,0,0,0,0,0,6,0,6,21,50,81,136,140,125,45,595,0,0,0,0,4,0,3,0,0,12,0,0,0,3,3,6,5,0,0,14
3009,0,0,0,10,6,5,0,0,0,31,0,0,3,3,4,10,16,12,3,46,0,0,0,14,10,0,8,0,0,33,4,27,12,87,62,102,116,97,30,532,49,139,111,314,210,238,305,305,136,1810,1129,3224,2556,5585,3601,4531,5266,3293,1190,30383,0,0,0,0,0,0,0,0,0,0,2129,5964,4530,8039,4940,5854,6939,3941,1228,43559,0,3,0,12,0,0,0,0,0,19,0,0,0,4,0,0,0,5,0,5,0,4,0,12,0,3,7,0,0,32,0,0,0,4,0,0,0,0,0,5,0,6,5,38,17,27,23,18,0,135,0,0,0,4,0,0,5,0,0,11,0,3,10,36,18,23,4,0,0,104,0,0,0,0,3,3,9,10,8,34,0,10,0,14,3,4,4,5,5,42,3,45,84,226,308,607,929,865,236,3305,0,3,8,22,10,22,6,14,0,83,0,0,0,14,3,15,9,15,6,58
3010,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,25,3,7,7,12,0,42,19,46,34,83,34,39,48,25,27,350,326,670,683,1285,609,616,658,357,204,5400,0,0,0,0,0,0,0,0,0,0,641,1281,1154,2004,907,984,959,534,252,8712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,3,0,3,0,9,13,35,60,40,15,183,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4
3011,0,0,11,28,6,8,3,0,0,52,0,0,0,10,4,4,10,5,0,28,0,4,21,58,30,43,13,4,3,170,5,29,28,194,80,68,52,33,6,498,145,355,382,914,369,298,225,194,121,2999,2505,5763,5055,11672,5527,5124,3549,2101,961,42264,0,0,0,0,0,0,0,0,0,0,4820,10290,8426,16593,8022,7820,5397,2836,1157,65360,0,8,5,40,9,9,0,0,0,66,0,0,0,0,0,0,3,0,0,5,0,3,10,46,16,3,0,0,0,83,0,0,3,0,3,0,0,0,0,7,0,7,7,69,12,21,12,8,6,151,0,0,0,8,3,5,0,0,0,25,4,20,23,128,63,35,10,6,3,282,0,0,0,3,0,4,3,4,6,21,0,3,0,16,0,0,0,4,0,30,10,82,105,296,296,392,267,199,52,1700,0,10,20,52,22,25,8,8,0,142,0,0,3,19,12,7,0,4,0,56
3012,0,0,0,4,0,0,5,0,0,10,0,0,0,0,0,3,4,3,0,8,0,0,0,4,5,0,0,0,0,11,0,3,4,13,16,16,28,16,0,103,39,73,87,189,109,117,137,109,60,914,565,1518,1355,2612,1674,2053,2126,1224,509,13647,0,0,0,0,0,0,0,0,0,0,1076,2885,2720,4803,2729,3260,3224,1745,651,23091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,5,0,0,7,0,0,0,5,6,8,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,5,0,0,33,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,10,33,69,151,275,166,25,743,0,0,0,3,7,4,5,0,0,22,0,0,0,0,0,4,4,4,0,15
3013,0,0,0,9,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,7,0,0,9,21,7,0,0,0,0,37,0,6,10,56,20,21,9,12,0,134,33,88,108,267,106,84,36,31,13,770,681,1379,1201,2991,1083,842,425,224,65,8892,0,0,0,0,0,0,0,0,0,0,1380,2431,1944,4061,1550,1235,622,285,65,13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,3,0,19,4,0,0,0,0,33,0,0,0,9,0,0,0,0,0,10,0,0,5,14,7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,11,0,5,4,59,35,49,36,14,8,218,0,6,6,52,16,29,3,4,0,111,0,0,0,11,0,0,0,0,0,18
3014,0,7,28,87,28,9,4,0,0,169,0,0,0,4,3,7,4,0,0,19,0,4,13,32,16,6,4,4,0,81,7,9,10,85,54,26,25,16,5,234,106,291,318,634,274,222,175,177,89,2296,2344,5586,5087,10626,4784,4651,3401,2257,1033,39772,0,9,11,18,6,0,0,0,0,39,4625,10254,8953,16817,7386,7595,5653,3315,1408,66020,4,8,3,51,14,8,0,0,0,95,0,0,0,0,3,0,0,0,0,0,0,7,36,69,48,11,0,0,0,171,0,3,0,0,0,0,0,0,0,9,0,8,0,48,17,8,3,6,6,97,0,0,0,0,0,0,0,0,0,4,3,44,27,265,40,32,18,6,0,436,0,0,0,0,0,3,0,3,0,7,0,0,3,12,3,0,0,0,0,17,3,35,36,159,134,224,205,163,39,1001,0,3,12,56,27,28,5,0,0,135,0,0,0,8,7,8,3,0,0,17
3015,0,20,31,153,48,24,8,0,0,298,0,16,25,72,58,64,70,44,18,368,3,3,42,115,99,108,66,19,5,456,21,173,173,1215,567,532,525,391,153,3747,286,968,939,2331,1169,1211,1125,919,557,9504,8892,23026,20560,46092,27306,27537,24665,14530,6065,198685,0,5,0,14,8,0,0,0,0,22,17304,41270,33858,61552,36215,35861,32286,17992,6563,282902,0,4,3,33,8,0,0,0,0,56,0,0,0,25,3,12,0,5,3,56,5,39,42,881,87,35,20,0,0,1109,0,16,12,22,7,0,0,0,0,57,30,136,100,558,275,210,181,85,15,1583,6,5,9,70,40,18,23,16,6,185,7,62,68,362,109,101,56,29,8,806,0,0,0,20,25,40,52,44,20,208,0,4,9,25,11,10,33,26,14,137,88,1040,1547,3657,3852,4461,4282,3245,1155,23330,0,10,25,113,77,86,60,28,7,397,5,33,40,318,96,93,77,47,18,730
3016,0,4,4,46,15,4,10,0,0,81,0,0,0,4,10,16,8,8,3,37,0,3,33,81,63,47,24,12,4,260,14,141,250,538,163,134,81,72,22,1423,149,318,395,798,319,354,340,340,212,3223,4221,9584,9289,18709,8841,8488,7619,4943,2261,73944,0,7,33,46,17,9,5,0,0,122,7959,17070,15157,26734,13120,12854,11433,6975,2788,114088,3,8,12,74,17,4,3,0,0,113,0,0,0,0,0,3,0,0,0,9,3,7,39,107,36,4,0,0,0,206,0,0,0,8,3,0,0,0,0,20,4,35,19,97,33,40,16,11,3,262,0,3,0,4,9,0,0,6,0,24,5,42,49,275,112,63,42,14,10,614,0,0,0,0,0,8,12,15,0,35,0,22,14,23,3,3,4,4,0,71,10,56,116,375,346,513,590,475,176,2653,0,7,17,79,33,28,19,3,4,191,0,0,4,23,4,6,6,0,0,59
3017,0,6,15,80,29,31,13,0,0,178,0,0,4,12,10,10,9,3,4,56,0,11,34,66,32,28,8,4,4,175,25,179,271,628,278,209,135,103,28,1855,297,666,826,1662,667,511,381,270,139,5423,5000,11747,13029,25224,11683,10233,7407,4059,1611,89995,0,4,4,23,0,0,0,0,0,41,9758,21333,21644,38073,17110,15012,10894,5448,1802,141075,3,7,18,33,13,5,0,0,0,75,0,0,0,3,0,0,0,0,0,8,0,3,6,71,9,4,4,0,0,99,0,5,7,15,7,0,0,0,0,40,6,16,33,170,54,49,29,21,0,371,0,0,4,15,4,0,0,0,0,26,4,19,32,202,79,48,25,14,11,433,0,0,0,10,3,10,8,8,0,37,0,12,20,29,8,3,5,6,0,75,13,145,276,707,642,950,782,554,154,4232,0,5,26,90,39,42,29,11,4,256,0,5,10,63,29,30,23,13,3,170
3018,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17,12,9,9,4,4,56,21,76,42,103,68,78,72,80,53,603,409,1029,851,1646,959,1088,1050,733,294,8067,0,0,0,0,0,0,0,0,0,0,802,1881,1596,2607,1467,1692,1619,1017,356,13034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,10,0,0,0,0,0,0,0,0,0,7,0,0,0,13,3,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,27,57,89,105,19,322,0,0,0,8,3,0,3,0,0,14,0,0,0,0,0,0,4,3,0,3
3019,0,3,0,3,4,4,0,0,0,10,0,0,0,0,0,0,3,0,0,8,0,0,0,5,3,0,0,0,0,9,0,4,0,31,21,18,12,13,3,112,12,55,60,140,60,90,47,49,37,534,505,1283,1072,2356,1342,1508,1151,689,298,10206,0,0,0,0,0,0,0,0,0,0,991,2479,1989,3631,2015,2189,1819,982,334,16428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,5,6,4,18,6,10,3,0,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,13,4,0,0,0,0,18,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3,27,35,84,118,151,98,94,42,647,0,0,0,5,6,0,3,0,0,11,0,0,0,0,5,8,0,7,3,24
