MB_CODE_2021,SA2_CODE_2021,SA2_NAME_2021,POA_CODE_2021,POA_NAME_2021
10006160000,109011172,Albury - East,2640,2640
10006170000,109011173,Albury - North,2640,2640
10006180000,109011172,Albury - East,2640,2640
10006190000,109011176,Lavington,2641,2641
10006200000,109011173,Albury - North,2640,2640
10006211000,109011175,Albury Surrounds,2642,2642
10006212000,109011175,Albury Surrounds,2640,2640
10006220000,109011174,Albury - South,2640,2640
10006230000,109011174,Albury - South,2640,2640
10006240000,109011174,Albury - South,2640,2640
10006250000,109011173,Albury - North,2640,2640
10006260000,109011174,Albury - South,2640,2640
10006270000,109011174,Albury - South,2640,2640
10006280000,109011174,Albury - South,2640,2640
10006290000,109011174,Albury - South,2640,2640
10006300000,109011173,Albury - North,2640,2640
10006310000,109011173,Albury - North,2640,2640
10006320000,109011174,Albury - South,2640,2640
10006330000,109011173,Albury - North,2640,2640
10006340000,109011174,Albury - South,2640,2640
10006350000,109011173,Albury - North,2640,2640
10006360000,109011173,Albury - North,2640,2640
10006370000,109011173,Albury - North,2640,2640
10006380000,109011173,Albury - North,2640,2640
10006390000,109011174,Albury - South,2640,2640
10006400000,109011173,Albury - North,2640,2640
10006410000,109011174,Albury - South,2640,2640
10006420000,109011174,Albury - South,2640,2640
10006430000,109011174,Albury - South,2640,2640
10006440000,109011174,Albury - South,2640,2640
10006450000,109011174,Albury - South,2640,2640
10006460000,109011174,Albury - South,2640,2640
10006470000,109011174,Albury - South,2640,2640
10006480000,109011174,Albury - South,2640,2640
10006490000,109011174,Albury - South,2640,2640
10006500000,109011174,Albury - South,2640,2640
10006510000,109011174,Albury - South,2640,2640
10006530000,109011174,Albury - South,2640,2640
10006540000,109011174,Albury - South,2640,2640
10006550000,109011174,Albury - South,2640,2640
10006560000,109011174,Albury - South,2640,2640
10006570000,109011176,Lavington,2641,2641
10006580000,109011172,Albury - East,2640,2640
10006590000,109011176,Lavington,2641,2641
10006600000,109011176,Lavington,2641,2641
10006620000,109011176,Lavington,2641,2641
10006630000,109011172,Albury - East,2640,2640
10006650000,109011173,Albury - North,2640,2640
10006660000,109011172,Albury - East,2640,2640
10006670000,109011172,Albury - East,2640,2640
10006680000,109011172,Albury - East,2640,2640
10006690000,110011186,Armidale,2350,2350
10006710000,110011186,Armidale,2350,2350
10006760000,110011186,Armidale,2350,2350
10006780000,110011186,Armidale,2350,2350
10006790000,110011186,Armidale,2350,2350
10006810000,110011186,Armidale,2350,2350
10006820000,110011186,Armidale,2350,2350
10006840000,110011186,Armidale,2350,2350
10006850000,110011186,Armidale,2350,2350
10006880000,110011186,Armidale,2350,2350
10006900000,110011186,Armidale,2350,2350
10006910000,110011186,Armidale,2350,2350
10006920000,110011186,Armidale,2350,2350
10006930000,110011186,Armidale,2350,2350
10006940000,110011186,Armidale,2350,2350
10006960000,110011186,Armidale,2350,2350
10007000000,110011186,Armidale,2350,2350
10007030000,110011186,Armidale,2350,2350
10007050000,110011186,Armidale,2350,2350
10007060000,110011186,Armidale,2350,2350
10007070000,110011186,Armidale,2350,2350
10007090000,110011186,Armidale,2350,2350
10007190000,110011186,Armidale,2350,2350
10007230000,110011186,Armidale,2350,2350
10007240000,110011186,Armidale,2350,2350
10007330000,110011186,Armidale,2350,2350
10007340000,110011186,Armidale,2350,2350
10007350000,110011186,Armidale,2350,2350
10007380000,110011186,Armidale,2350,2350
10007390000,110011186,Armidale,2350,2350
10007400000,110011186,Armidale,2350,2350
10007410000,110011186,Armidale,2350,2350
10007420000,110011186,Armidale,2350,2350
10007430000,110011186,Armidale,2350,2350
10007440000,110011186,Armidale,2350,2350
10007450000,110011186,Armidale,2350,2350
10007460000,110011186,Armidale,2350,2350
10007470000,110011186,Armidale,2350,2350
10007480000,110011186,Armidale,2350,2350
10007501000,110011186,Armidale,2350,2350
10007502000,110011186,Armidale,2350,2350
10007510000,110011186,Armidale,2350,2350
10007520000,110011186,Armidale,2350,2350
10007530000,110011186,Armidale,2350,2350
10007550000,110011186,Armidale,2350,2350
10007560000,110011186,Armidale,2350,2350
10007570000,110011186,Armidale,2350,2350
10007590000,110011186,Armidale,2350,2350
10007600000,110011186,Armidale,2350,2350
10007610000,110011186,Armidale,2350,2350
10007620000,110011186,Armidale,2350,2350
10007630000,110011186,Armidale,2350,2350
10007650000,110011186,Armidale,2350,2350
10007660000,110011186,Armidale,2350,2350
10007670000,110011186,Armidale,2350,2350
10007720000,110011186,Armidale,2350,2350
10007730000,110011186,Armidale,2350,2350
10007750000,110011186,Armidale,2350,2350
10007790000,110011186,Armidale,2350,2350
10007800000,110011186,Armidale,2350,2350
10007820000,110011186,Armidale,2350,2350
10007830000,110011186,Armidale,2350,2350
10007840000,110011186,Armidale,2350,2350
10007890000,110011186,Armidale,2350,2350
10007930000,110011186,Armidale,2350,2350
10007940000,110011186,Armidale,2350,2350
10007960000,110011186,Armidale,2350,2350
10007970000,110011186,Armidale,2350,2350
10007990000,110011186,Armidale,2350,2350
10008000000,110011186,Armidale,2350,2350
10008010000,110011186,Armidale,2350,2350
10008050000,110011186,Armidale,2350,2350
10008060000,110011186,Armidale,2350,2350
10008080000,110011186,Armidale,2350,2350
10008120000,110011186,Armidale,2350,2350
10008130000,110011186,Armidale,2350,2350
10008140000,110011186,Armidale,2350,2350
10008210000,110011186,Armidale,2350,2350
10008220000,110011186,Armidale,2350,2350
10008290000,110011186,Armidale,2350,2350
10008310000,110011186,Armidale,2350,2350
10008340000,110011186,Armidale,2350,2350
10008391000,110011186,Armidale,2350,2350
10008393000,110011186,Armidale,2350,2350
