SOSR_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,17,10,5,13,0,26,0,36,9,1992,40,2135,8,12,0,0,0,13,4,80,19,708,9,849,3,8,4,6,0,10,9,148,15,445,6,648,0,0,0,0,0,15,0,114,14,328,8,480,8,64,6,9,0,42,12,299,33,2373,30,2881,6,70,3,21,5,90,17,565,40,1461,23,2293,37,228,15,66,7,279,23,1006,104,11889,174,13825,57,488,27,173,25,748,36,1372,133,7141,74,10274,134,815,31,504,41,1463,85,1377,155,6527,65,11201,449,1227,58,1678,103,1596,153,1255,163,5697,78,12463,520,610,35,1816,104,1273,86,735,97,1968,18,7255,1268,614,51,2112,159,1089,114,550,86,1854,22,7932,5697,972,117,4477,424,1885,176,794,170,2005,30,16750,5202,525,73,2927,318,713,133,424,53,978,22,11360,3973,288,46,1757,191,604,89,259,58,509,20,7789,2733,138,35,873,122,202,35,96,15,251,8,4514,4597,386,80,1729,244,1060,86,430
SOSR412,6,5,0,0,0,0,0,0,3,111,3,128,0,4,0,0,0,0,0,8,0,54,0,70,0,0,0,0,0,5,0,15,0,31,0,48,0,0,0,0,0,4,0,4,0,29,0,41,0,6,0,0,0,9,0,25,3,231,6,280,0,3,0,0,0,10,0,35,3,141,5,201,0,24,0,7,0,23,0,104,12,1223,27,1427,3,39,0,22,0,52,9,120,19,719,9,985,16,61,4,39,7,135,4,128,17,488,0,901,36,83,4,151,4,143,24,92,13,479,9,1045,48,26,0,156,14,121,4,58,11,114,0,556,125,47,5,200,18,114,13,44,8,127,0,708,550,73,17,430,38,160,15,44,18,110,0,1464,479,28,0,251,42,57,18,21,8,38,0,940,311,18,0,146,23,39,8,12,5,31,0,594,190,6,5,75,9,12,5,3,0,8,0,315,216,8,6,81,27,43,3,9
SOSR413,0,0,0,3,0,0,0,0,0,116,4,136,0,4,0,0,0,3,0,3,3,53,0,63,0,0,0,0,0,4,0,10,4,40,0,56,0,0,0,0,0,0,0,9,0,40,0,45,0,5,0,5,0,3,0,32,5,246,11,296,0,4,0,0,0,9,0,41,0,184,0,249,3,18,0,18,0,22,0,111,12,1488,34,1716,13,39,3,16,0,61,5,159,9,834,12,1138,8,76,5,39,0,105,12,172,25,759,0,1205,44,95,9,149,13,115,15,119,17,679,7,1260,44,42,6,119,6,78,4,55,14,199,3,562,104,42,5,154,15,70,4,38,12,168,3,599,342,67,17,318,39,110,14,58,10,178,6,1163,284,46,12,186,20,46,17,24,7,79,4,718,199,22,6,112,13,31,9,20,0,57,0,478,115,14,3,41,4,14,3,10,0,12,0,221,250,22,3,106,21,68,10,27
SOSR414,0,0,0,0,0,0,0,3,0,68,3,75,0,0,0,0,0,0,0,0,0,24,0,29,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,8,0,20,0,31,0,0,3,0,0,0,0,12,0,94,0,118,0,3,0,0,0,0,0,29,4,67,0,106,0,15,3,7,0,13,0,40,0,649,15,742,0,13,3,4,3,20,0,59,8,443,0,559,5,24,0,17,3,37,3,63,10,352,0,521,22,39,0,60,0,40,3,38,5,270,7,481,23,35,4,60,0,39,5,17,0,64,0,246,44,28,6,73,4,29,6,14,9,67,0,282,138,37,8,111,8,50,6,23,5,53,3,439,116,15,4,67,7,9,0,6,6,36,0,266,81,6,6,44,3,11,3,3,3,24,0,179,33,0,0,14,0,0,4,0,3,5,0,62,47,11,0,27,0,21,8,5
SOSR415,9,3,3,8,0,0,0,8,8,207,0,238,0,4,0,0,0,0,0,6,0,120,4,140,0,0,0,0,0,0,0,13,0,53,0,76,0,0,0,0,0,5,0,11,0,53,0,67,0,9,3,4,0,3,6,36,10,372,9,445,0,8,0,4,0,9,5,72,13,201,5,309,8,39,6,12,0,34,3,165,13,2026,33,2347,15,60,6,26,3,96,8,204,30,1041,20,1516,36,77,3,78,9,152,10,202,23,817,8,1421,72,138,11,210,14,162,27,155,25,826,12,1652,80,53,9,178,18,116,16,66,21,163,5,733,168,73,9,231,10,100,14,48,20,209,4,890,555,105,19,433,43,163,21,71,21,168,3,1605,443,40,10,269,43,61,14,21,3,88,3,1002,320,42,8,191,29,44,14,20,10,50,6,724,171,11,4,66,15,14,4,6,0,28,0,326,310,28,10,135,17,74,13,19
SOSR421,3,0,0,0,0,0,0,0,0,40,0,48,0,0,0,3,0,0,0,5,0,27,0,37,0,0,0,0,0,0,0,14,0,16,0,31,0,0,0,0,0,0,0,3,3,20,0,23,0,3,0,3,0,3,0,14,0,111,0,136,0,6,0,0,0,4,0,18,0,53,0,85,5,21,3,7,0,14,3,42,7,542,11,661,5,25,4,15,0,33,5,50,5,299,4,446,10,32,3,30,5,40,3,66,12,215,0,414,32,42,0,78,4,55,7,51,12,196,4,481,21,17,0,59,8,45,5,22,5,42,0,214,52,22,0,73,5,33,0,12,3,46,3,260,160,28,12,130,9,61,11,21,8,42,0,474,115,10,0,83,13,14,11,9,4,15,0,275,78,6,0,52,8,18,3,6,0,15,0,200,36,4,5,20,0,4,0,5,4,8,0,84,48,8,4,35,6,12,3,10
SOSR422,0,0,0,0,0,5,0,0,0,43,0,53,0,0,0,0,0,0,0,5,0,12,0,18,0,0,0,0,0,3,0,9,0,5,0,16,0,0,0,0,0,0,0,3,0,3,0,4,4,3,4,0,0,0,0,16,0,91,3,132,0,0,0,0,0,0,0,22,3,49,0,76,3,9,0,8,0,7,0,36,0,398,8,469,4,12,0,7,0,17,4,45,3,170,3,271,14,29,4,20,0,33,0,33,4,125,3,257,19,23,0,43,0,36,5,24,10,106,5,271,5,13,5,30,0,24,3,17,5,31,0,129,27,3,0,45,6,19,4,8,8,28,0,140,70,12,3,68,7,32,3,16,7,33,0,250,60,10,6,43,7,6,0,0,0,13,0,145,33,11,4,31,5,6,3,0,0,12,0,105,29,0,0,6,4,4,0,0,0,0,0,46,26,4,0,16,0,7,5,5
SOSR431,45,8,4,18,5,15,3,5,3,245,6,359,3,7,0,4,0,0,3,13,4,102,3,143,6,8,0,0,0,6,0,19,3,61,0,110,4,0,0,4,0,4,0,21,6,61,0,97,42,41,9,29,3,20,8,49,7,426,6,638,19,25,4,23,3,30,9,90,17,249,6,461,62,79,12,60,0,68,6,208,30,1700,35,2265,78,108,10,114,9,132,16,247,34,877,12,1634,116,151,18,159,16,200,19,225,34,702,10,1651,199,204,11,366,29,228,46,180,37,650,22,1980,114,74,7,277,17,169,11,103,19,195,12,986,287,126,24,365,37,148,12,77,14,209,12,1318,696,156,30,611,56,232,38,103,36,208,0,2172,558,97,21,419,36,103,27,41,15,90,3,1409,376,71,12,273,40,70,10,20,11,69,10,948,219,32,7,154,19,16,11,12,0,24,0,485,527,80,20,315,29,138,19,43
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,33,20,12,20,0,34,4,69,18,3884,51,4158,12,28,0,3,0,15,0,146,19,1276,18,1519,4,30,0,5,0,17,4,250,29,843,12,1200,4,7,0,4,0,14,3,189,19,626,4,872,12,99,3,18,0,52,4,478,37,3655,41,4405,15,138,4,42,4,138,16,820,65,2165,27,3444,32,351,17,88,10,433,43,1514,139,15146,166,17944,89,624,22,224,20,915,54,1962,165,8666,82,12813,174,1163,42,672,51,1872,84,1965,204,7937,76,14228,596,1542,66,2133,111,2215,147,1788,214,7041,102,15960,671,866,38,2470,133,2122,124,1021,166,2107,31,9741,1652,835,69,2961,183,1934,132,855,193,2361,30,11201,7818,1346,164,6212,568,3871,278,1223,362,2628,63,24535,8196,800,195,5287,583,1268,274,595,142,1250,30,18627,7291,488,186,3435,501,1405,174,426,131,833,39,14910,5597,289,124,1735,373,398,114,178,41,388,8,9259,12372,844,298,4287,834,2871,251,928
SOSR511,3,0,0,0,0,0,0,0,0,117,3,124,3,0,0,0,0,0,0,6,0,37,0,49,0,0,0,0,0,0,0,10,6,31,0,48,0,0,0,0,0,0,0,4,0,29,0,37,0,6,0,3,0,0,0,19,0,170,3,206,0,6,0,0,0,13,0,43,0,85,0,157,0,16,0,4,0,16,4,70,15,829,10,963,5,20,0,4,0,30,0,88,6,446,5,599,7,45,0,30,0,77,0,90,16,363,0,629,36,44,4,93,5,86,5,78,7,317,8,672,34,29,0,88,9,87,11,41,5,69,0,378,81,20,0,125,7,98,5,26,9,105,0,485,301,47,15,262,26,175,15,43,22,98,4,1003,270,33,5,270,18,44,11,18,4,37,0,719,251,14,16,167,21,49,13,10,5,28,0,568,163,4,8,54,12,19,3,3,0,5,0,267,302,18,5,121,23,66,8,20
SOSR512,3,0,0,3,0,0,3,0,0,167,4,190,0,0,0,0,0,0,0,9,0,82,0,96,0,5,0,0,0,0,0,17,0,56,0,79,0,0,0,0,0,0,0,12,0,33,0,46,3,9,0,0,0,7,0,25,4,246,3,295,0,8,0,0,0,10,0,66,9,157,5,248,3,17,3,10,5,36,0,132,12,1214,24,1465,4,54,4,12,0,66,0,136,14,603,14,914,21,78,3,45,0,130,3,148,17,514,6,982,68,112,9,160,11,112,9,151,15,473,4,1124,56,60,12,156,16,114,16,55,13,124,4,619,117,44,8,187,11,128,11,37,12,154,0,710,505,82,18,418,40,232,27,62,21,142,6,1560,513,44,18,349,35,65,25,24,7,60,3,1146,401,36,13,229,38,75,18,13,13,49,4,882,313,18,3,84,17,30,9,15,0,19,6,510,617,33,13,212,48,106,20,16
SOSR513,0,0,0,0,0,0,0,0,0,58,3,68,0,0,0,0,0,0,0,4,0,17,0,21,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,4,0,5,0,56,0,67,0,6,0,3,0,8,0,18,0,40,0,69,0,5,0,0,0,9,0,27,3,250,0,301,3,16,0,0,0,14,0,31,3,124,0,193,8,6,0,9,0,41,0,32,3,118,5,231,18,26,0,38,0,49,0,20,3,96,3,250,19,5,0,35,0,51,3,12,0,28,0,157,51,16,0,63,3,44,0,14,0,26,3,223,295,28,9,156,17,98,10,26,12,32,0,686,289,24,10,156,22,38,7,13,3,13,0,574,355,15,4,125,32,54,17,6,4,14,0,621,268,6,13,67,15,21,4,0,4,6,0,404,687,19,28,156,63,77,17,13
SOSR514,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,24,0,22,0,0,0,0,0,0,0,3,0,17,0,20,0,0,0,0,0,0,0,10,0,16,0,21,0,3,0,0,0,0,0,12,0,69,0,93,0,3,0,0,0,4,0,15,0,41,0,67,0,0,0,3,0,3,0,32,0,320,9,371,0,12,0,3,0,13,0,37,6,138,3,225,3,26,0,15,0,23,8,39,3,129,3,255,10,33,5,42,5,34,0,35,6,125,0,294,12,15,0,26,3,25,5,14,4,32,0,132,32,11,3,50,7,35,4,14,3,46,0,203,96,29,7,106,8,50,7,12,7,35,0,351,100,9,7,76,10,16,3,7,3,23,0,254,64,9,0,29,11,14,0,0,0,14,0,147,37,0,0,17,0,3,4,0,4,0,0,70,64,13,5,47,4,16,4,7
SOSR515,4,5,0,4,0,0,0,0,3,129,3,149,0,0,0,0,0,3,0,5,4,56,0,65,0,3,0,0,0,3,0,15,0,46,0,59,0,0,0,0,0,6,0,13,4,34,0,51,0,8,0,6,0,5,3,18,0,230,4,279,0,10,0,0,0,3,0,38,12,118,7,185,6,13,3,13,0,26,4,76,10,1054,20,1221,5,31,0,14,0,45,5,110,9,460,9,700,33,58,4,41,3,94,3,80,17,376,12,723,48,78,3,120,8,96,10,72,13,311,9,767,47,37,0,106,8,87,3,33,12,82,0,406,93,40,12,128,9,82,8,25,13,89,0,492,357,58,22,274,34,187,23,35,24,98,6,1114,374,29,16,225,44,54,24,13,4,38,0,824,314,20,13,145,29,58,13,13,10,34,3,650,214,17,7,86,20,11,7,3,0,6,0,378,473,34,24,135,44,78,10,13
SOSR521,3,0,0,0,0,0,0,3,0,67,0,76,3,0,0,0,0,0,0,5,0,36,0,39,0,0,0,0,0,0,0,10,0,16,0,24,0,0,0,0,0,0,0,4,0,20,0,26,0,3,0,0,0,0,0,4,0,108,5,134,3,0,0,0,0,5,0,18,0,61,0,90,7,8,0,3,0,14,0,54,4,465,8,569,4,15,0,14,0,30,0,48,7,194,3,310,12,21,0,10,0,50,4,33,9,156,0,300,20,22,5,62,7,38,8,37,13,153,3,360,15,0,3,34,0,52,6,13,3,26,0,157,38,23,9,53,3,47,6,18,3,33,0,225,140,34,5,105,12,82,7,16,9,34,0,456,132,14,13,89,10,25,11,6,8,16,0,321,101,7,9,58,13,36,6,5,4,15,0,258,82,7,0,15,5,0,0,0,0,0,0,117,119,17,9,41,13,38,5,3
SOSR522,0,0,0,0,0,0,0,0,0,31,0,34,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,5,0,16,0,18,0,0,0,0,0,0,0,3,0,14,0,20,4,0,0,0,0,0,0,10,0,92,4,115,0,4,0,0,0,8,0,7,0,35,0,60,0,3,0,5,0,8,0,30,3,263,3,314,4,13,4,4,0,18,0,32,3,138,7,225,13,18,0,12,0,27,0,29,4,67,0,170,23,16,0,30,4,19,0,17,9,71,4,193,3,3,0,17,0,22,0,4,7,14,0,82,28,7,3,25,5,15,0,10,4,23,0,121,86,11,5,48,11,33,7,5,0,23,0,229,74,5,0,41,8,13,5,4,3,12,0,159,53,0,6,20,3,5,3,0,6,6,0,104,39,0,0,6,0,0,0,0,5,0,0,56,65,8,3,18,5,26,0,5
SOSR531,55,17,5,19,0,12,0,5,10,301,5,433,19,5,0,3,3,3,0,17,3,151,4,222,6,4,4,5,0,11,0,17,0,90,0,142,4,0,0,4,0,7,0,14,0,68,0,106,35,38,0,27,0,24,5,75,14,429,9,663,5,16,4,18,0,31,0,97,3,190,0,362,55,81,4,45,0,57,3,154,20,1423,15,1865,98,94,10,63,4,103,12,205,25,690,7,1311,111,178,20,121,14,222,16,202,31,588,10,1515,184,179,14,239,22,199,24,206,29,526,6,1638,111,93,6,215,9,197,21,87,13,145,6,906,250,107,32,268,22,158,15,74,30,179,5,1131,602,166,34,568,65,322,37,120,59,209,7,2193,553,89,33,467,67,107,29,58,15,113,3,1536,539,60,17,312,53,118,22,36,14,72,0,1241,369,37,19,172,33,35,16,3,3,38,4,729,808,101,42,391,73,220,38,56
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,4,4,0,0,0,0,0,9,0,272,9,298,0,3,0,0,0,0,0,13,0,85,0,102,0,5,0,0,0,0,0,27,4,62,0,98,0,0,0,0,0,0,0,26,0,49,0,79,0,18,0,7,0,12,0,67,3,296,6,413,3,12,0,5,0,16,0,92,7,213,0,362,4,50,4,17,0,47,9,198,15,1533,32,1901,10,103,3,32,4,125,14,236,26,1033,18,1605,18,214,8,92,8,225,4,274,31,1089,10,1963,67,263,7,322,18,246,20,246,23,1079,15,2318,86,148,6,338,19,183,33,141,24,433,0,1403,241,138,6,388,25,164,21,116,28,385,9,1511,933,208,34,714,75,288,46,187,33,411,4,2920,764,105,26,502,40,127,25,104,20,172,4,1886,554,56,16,285,36,86,9,36,17,112,7,1218,422,24,8,165,27,43,11,27,4,55,3,788,818,82,22,315,39,172,14,65
SOSR611,0,0,0,0,0,0,0,0,0,96,3,102,0,0,0,0,0,0,0,7,0,46,0,53,0,0,0,0,0,0,0,8,0,25,0,36,0,0,0,0,0,0,0,9,0,34,0,41,3,5,0,0,0,4,0,18,4,163,0,202,0,9,0,5,0,6,0,32,5,83,0,139,3,26,0,9,0,24,0,82,6,901,16,1068,6,33,0,17,0,75,3,114,13,446,11,714,12,65,4,64,0,111,7,112,15,384,10,784,55,115,6,169,12,98,10,113,19,376,11,978,43,45,0,160,6,66,6,52,3,114,0,497,97,46,0,158,9,61,7,41,0,91,3,522,469,82,5,339,40,125,14,57,13,102,0,1237,321,37,10,182,15,37,6,19,5,42,0,666,222,27,5,134,18,27,6,13,0,29,3,486,147,10,7,42,6,10,4,10,6,11,0,244,248,22,9,116,12,33,3,31
SOSR612,0,0,0,0,0,0,0,0,0,52,0,58,0,0,0,0,0,0,0,4,0,27,0,26,0,0,0,0,0,3,0,6,0,26,0,29,0,0,0,0,0,0,0,3,0,19,0,25,0,7,0,0,0,0,0,11,0,121,4,142,0,7,0,0,0,3,0,15,0,58,3,87,4,11,0,0,0,14,4,46,4,790,21,901,5,18,0,14,0,39,0,82,10,354,6,529,10,41,3,20,0,72,0,66,14,220,4,446,29,39,3,67,5,65,9,62,7,230,13,525,32,15,5,80,5,55,5,28,7,62,0,285,71,26,0,92,4,53,6,14,7,49,0,322,227,33,5,182,16,67,9,18,12,56,0,623,149,17,5,107,12,19,0,5,4,20,0,341,93,9,4,58,8,14,6,8,6,19,0,221,43,6,0,28,7,3,0,0,0,8,0,96,84,4,6,37,9,23,5,6
SOSR613,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,10,0,44,0,54,0,0,0,0,0,5,0,9,0,27,0,35,0,0,0,0,0,7,3,21,3,300,4,346,0,4,0,3,0,11,0,25,3,120,0,158,5,12,3,3,4,18,0,18,4,105,0,164,10,14,0,22,0,11,0,12,0,79,4,164,12,8,0,23,5,17,6,17,0,26,0,115,11,10,0,22,0,14,6,3,0,21,0,83,46,7,0,50,3,18,4,4,3,17,0,153,28,4,0,28,7,9,4,0,3,10,0,93,21,0,0,15,0,3,3,4,0,11,0,55,14,0,6,6,0,0,0,0,0,0,0,30,25,0,5,12,3,4,0,0
